[2025-12-31 12:17:42,026 ] 20 root - INFO - Initiate the data ingestion
[2025-12-31 12:17:44,893 ] 65 root - INFO - Performed train test split on the dataframe
[2025-12-31 12:17:44,893 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-12-31 12:17:44,894 ] 75 root - INFO - Exporting train and test file path.
[2025-12-31 12:17:44,981 ] 84 root - INFO - Exported train and test file path.
[2025-12-31 12:17:44,981 ] 22 root - INFO - Data Initiation Completed
[2025-12-31 12:17:44,993 ] 26 root - INFO - Initiate the data Validation
[2025-12-31 12:17:45,070 ] 32 root - INFO - Required number of columns:2
[2025-12-31 12:17:45,070 ] 33 root - INFO - Data frame has columns:31
[2025-12-31 12:17:45,070 ] 32 root - INFO - Required number of columns:2
[2025-12-31 12:17:45,070 ] 33 root - INFO - Data frame has columns:31
[2025-12-31 12:17:45,272 ] 28 root - INFO - data Validation Completed
[2025-12-31 12:17:45,272 ] 31 root - INFO - data Transformation started
[2025-12-31 12:17:45,272 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-12-31 12:17:45,272 ] 65 root - INFO - Starting data transformation
[2025-12-31 12:17:45,312 ] 49 root - INFO - Entered get_data_transformer_object method of Transformation class
[2025-12-31 12:17:45,312 ] 54 root - INFO - Initialise KNNImputer with {'n_neighbors': 5, 'weights': 'uniform'}
[2025-12-31 12:17:45,400 ] 35 root - INFO - data Transformation completed
[2025-12-31 12:17:45,400 ] 37 root - INFO - Model Training sstared
