[2026-01-05 17:59:31,961 ] 20 root - INFO - Initiate the data ingestion
[2026-01-05 17:59:36,895 ] 65 root - INFO - Performed train test split on the dataframe
[2026-01-05 17:59:36,895 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-01-05 17:59:36,896 ] 75 root - INFO - Exporting train and test file path.
[2026-01-05 17:59:36,994 ] 84 root - INFO - Exported train and test file path.
[2026-01-05 17:59:36,994 ] 22 root - INFO - Data Initiation Completed
[2026-01-05 17:59:37,007 ] 26 root - INFO - Initiate the data Validation
[2026-01-05 17:59:37,081 ] 32 root - INFO - Required number of columns:2
[2026-01-05 17:59:37,082 ] 33 root - INFO - Data frame has columns:31
[2026-01-05 17:59:37,082 ] 32 root - INFO - Required number of columns:2
[2026-01-05 17:59:37,082 ] 33 root - INFO - Data frame has columns:31
[2026-01-05 17:59:37,309 ] 28 root - INFO - data Validation Completed
[2026-01-05 17:59:37,309 ] 31 root - INFO - data Transformation started
[2026-01-05 17:59:37,309 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2026-01-05 17:59:37,309 ] 65 root - INFO - Starting data transformation
[2026-01-05 17:59:37,340 ] 49 root - INFO - Entered get_data_transformer_object method of Transformation class
[2026-01-05 17:59:37,340 ] 54 root - INFO - Initialise KNNImputer with {'n_neighbors': 5, 'weights': 'uniform'}
[2026-01-05 17:59:37,363 ] 35 root - INFO - data Transformation completed
[2026-01-05 17:59:37,363 ] 37 root - INFO - Model Training sstared
[2026-01-05 18:21:33,843 ] 120 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\01_05_2026_17_59_15\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9910895099230458, precision_score=0.9894864536999596, recall_score=0.9926977687626775), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.975193167954453, precision_score=0.9732142857142857, recall_score=0.9771801140994295))
[2026-01-05 18:21:33,848 ] 42 root - INFO - Model Training artifact created
