[2025-12-31 15:24:04,360 ] 20 root - INFO - Initiate the data ingestion
[2025-12-31 15:24:06,735 ] 65 root - INFO - Performed train test split on the dataframe
[2025-12-31 15:24:06,743 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2025-12-31 15:24:06,744 ] 75 root - INFO - Exporting train and test file path.
[2025-12-31 15:24:06,789 ] 84 root - INFO - Exported train and test file path.
[2025-12-31 15:24:06,789 ] 22 root - INFO - Data Initiation Completed
[2025-12-31 15:24:06,796 ] 26 root - INFO - Initiate the data Validation
[2025-12-31 15:24:06,852 ] 32 root - INFO - Required number of columns:2
[2025-12-31 15:24:06,852 ] 33 root - INFO - Data frame has columns:31
[2025-12-31 15:24:06,853 ] 32 root - INFO - Required number of columns:2
[2025-12-31 15:24:06,853 ] 33 root - INFO - Data frame has columns:31
[2025-12-31 15:24:06,982 ] 28 root - INFO - data Validation Completed
[2025-12-31 15:24:06,982 ] 31 root - INFO - data Transformation started
[2025-12-31 15:24:06,982 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[2025-12-31 15:24:06,982 ] 65 root - INFO - Starting data transformation
[2025-12-31 15:24:07,001 ] 49 root - INFO - Entered get_data_transformer_object method of Transformation class
[2025-12-31 15:24:07,002 ] 54 root - INFO - Initialise KNNImputer with {'n_neighbors': 5, 'weights': 'uniform'}
[2025-12-31 15:24:07,017 ] 35 root - INFO - data Transformation completed
[2025-12-31 15:24:07,017 ] 37 root - INFO - Model Training sstared
[2025-12-31 15:27:27,008 ] 120 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\12_31_2025_15_24_01\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9909635495989441, precision_score=0.9868554095045501, recall_score=0.9951060358890701), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9742777997625643, precision_score=0.966248037676609, recall_score=0.9824421388667198))
[2025-12-31 15:27:27,009 ] 42 root - INFO - Model Training artifact created
